	doc	test_sec	test_name	test_num	with	when	then
149	36523-1-f00_s07_01	7.1.4.11	Correct HARQ process handling	2	UE performs non-adaptive retransmission of the MAC PDU with redundancy version toggled by one of the last (re)transmission [0,2,3,1 order]	UE receives a NACK and no uplink grant is included for the next TTI corresponding to the HARQ process	UE performs non-adaptive retransmission of the MAC PDU with redundancy version toggled by one of the last (re)transmission [0,2,3,1 order]
150	36523-1-f00_s07_01	7.1.4.11	Correct HARQ process handling	3	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH	UE receives an uplink grant on PDCCH for the next TTI corresponding to the HARQ process with old NDI [not toggled], irrespective of ACK/NACK is received for previous (re)transmission	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH
151	36523-1-f00_s07_01	7.1.4.11	Correct HARQ process handling	4	UE in E-UTRA RRC_CONNECTED state with DRB established and having transmitted a MAC PDU less than maxHARQ-Tx times	UE receives an ACK and no uplink grant is included for the next TTI corresponding to the HARQ process	UE does not retransmit the MAC PDU
152	36523-1-f00_s07_01	7.1.4.11	Correct HARQ process handling	5	UE receives an uplink grant on PDCCH for the next TTI corresponding to the HARQ process with not toggled NDI	UE receives an uplink grant on PDCCH for the next TTI corresponding to the HARQ process with not toggled NDI	UE does not retransmit the MAC PDU  but transmit a MAC Padding PDU
153	36523-1-f00_s07_01	7.1.4.11	Correct HARQ process handling	6	UE receives an uplink grant on PDCCH for the next TTI corresponding to the HARQ process with toggled NDI, and data are not available for transmission	UE receives an uplink grant on PDCCH for the next TTI corresponding to the HARQ process with toggled NDI, and data are not available for transmission	UE transmits any MAC Padding PDU
154	36523-1-f00_s07_01	7.1.4.11	Correct HARQ process handling	7	UE in E-UTRA RRC_CONNECTED state with DRB established and having transmitted a MAC PDU maxHARQ-Tx times	UE receives a NACK and no uplink grant is included for the next TTI corresponding to the HARQ process	UE does not transmit any MAC PDU
155	36523-1-f00_s07_01	7.1.4.12	MAC reset / UL	1	UE  in E-UTRA RRC_CONNECTED state, with Scheduling Request procedure triggered	UE MAC is reset, due to handover to a new cell	UE cancels Scheduling Request procedure
156	36523-1-f00_s07_01	7.1.4.12	MAC reset / UL	2	UE  in E-UTRA RRC_CONNECTED state	UE MAC is reset, due to handover to a new cell	UE flushes UL HARQ buffer
157	36523-1-f00_s07_01	7.1.4.12	MAC reset / UL	3	UE  in E-UTRA RRC_CONNECTED state	UE MAC is reset, due to handover to a new cell	UE Considers the next transmission for each UL HARQ process as very first
158	36523-1-f00_s07_01	7.1.4.12a	MAC Partial reset / UL for Voice and Video Enhancement	1	UE  in E-UTRA RRC_CONNECTED state, with Scheduling Request procedure triggered	UE MAC is partial reset, due to PUSCH enhancement mode setup	UE continues Scheduling Request procedure
159	36523-1-f00_s07_01	7.1.4.12a	MAC Partial reset / UL for Voice and Video Enhancement	2	UE  in E-UTRA RRC_CONNECTED state	UE MAC is partial reset, due to PUSCH enhancement mode release	UE flushes UL HARQ buffer
160	36523-1-f00_s07_01	7.1.4.12a	MAC Partial reset / UL for Voice and Video Enhancement	3	UE  in E-UTRA RRC_CONNECTED state	UE MAC is partial reset, due to PUSCH enhancement mode setup	UE Considers the next transmission for each UL HARQ process as very first
161	36523-1-f00_s07_01	7.1.4.13	MAC PDU header handling	1	UE in E-UTRA RRC_CONNECTED state and UE is not Category 0 or Category M1	UE has a MAC SDU to be transmitted that is less smaller 128 bytes	UE sets F field to 0
162	36523-1-f00_s07_01	7.1.4.13	MAC PDU header handling	2	UE in E-UTRA RRC_CONNECTED state and UE is not Category 0 or Category M1	UE has a MAC SDU to be transmitted that is larger than 128 bytes	UE sets F field to 1
163	36523-1-f00_s07_01	7.1.4.13	MAC PDU header handling	3	UE in E-UTRA RRC_CONNECTED state	UE inserts a R/R/E/LCID field in the MAC header and there is a subsequent R/R/E/LCID field to be inserted	UE sets E field to 1
164	36523-1-f00_s07_01	7.1.4.13	MAC PDU header handling	4	UE in E-UTRA RRC_CONNECTED state	UE inserts a R/R/E/LCID field in the MAC header and a MAC SDU or a MAC control element starts at the next byte	UE sets E field to 0
165	36523-1-f00_s07_01	7.1.4.13	MAC PDU header handling	5	UE in E-UTRA RRC_CONNECTED state	UE inserts the last MAC sub-header in the MAC PDU	UE inserts a MAC sub-header consist solely of the four header fields R/R/E/LCID
166	36523-1-f00_s07_01	7.1.4.13	MAC PDU header handling	6	UE inserts the last MAC sub-header as a padding MAC subheader consisting solely of the four header fields R/R/E/LCID with LCID set to Padding	UE inserts padding at the end of a MAC PDU	UE inserts the last MAC sub-header as a padding MAC subheader consisting solely of the four header fields R/R/E/LCID with LCID set to Padding
167	36523-1-f00_s07_01	7.1.4.14	Correct HARQ process handling / TTI bundling	1	UE receives an UL Grant with toggled NDI and has data available for transmission	UE receives an UL Grant with toggled NDI and has data available for transmission	UE transmits a new MAC PDU and non-adaptive retransmissions for 3 additional consecutive UL subframes
168	36523-1-f00_s07_01	7.1.4.14	Correct HARQ process handling / TTI bundling	2	UE in E-UTRA RRC_CONNECTED state with DRB established, TTI bundling configured and having transmitted a MAC PDU less than maxHARQ-Tx times	UE receives a NACK and no uplink grant is included for the next TTI corresponding to the bundled HARQ process	UE performs non-adaptive retransmissions of the MAC PDU for 4 consecutive UL subframes
169	36523-1-f00_s07_01	7.1.4.14	Correct HARQ process handling / TTI bundling	3	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH in first UL subframe and non-adaptive retransmissions in 3 additional consecutive UL subframes	UE receives an uplink grant on PDCCH for the next TTI corresponding to the HARQ process with old NDI, irrespective of ACK/NACK is received for previous (re)transmission	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH in first UL subframe and non-adaptive retransmissions in 3 additional consecutive UL subframes
170	36523-1-f00_s07_01	7.1.4.14	Correct HARQ process handling / TTI bundling	4	UE in E-UTRA RRC_CONNECTED state with DRB established and having transmitted a MAC PDU less than maxHARQ-Tx times	UE receives an ACK and no uplink grant is included for the next TTI corresponding to the HARQ process	UE does not retransmit the TTI Bundle
171	36523-1-f00_s07_01	7.1.4.15	UE power headroom reporting / Periodic reporting	1	UE in E-UTRA RRC_CONNECTED state with DRB established, periodic power headroom reporting configured	periodicPHR-Timer is configured in RRCConnectionReconfiguration procedure	UE transmits a MAC PDU containing Power Headroom MAC Control Element
172	36523-1-f00_s07_01	7.1.4.15	UE power headroom reporting / Periodic reporting	2	UE in E-UTRA RRC_CONNECTED state with DRB established, periodic power headroom reporting configured	periodicPHR-Timer expires and UL resources allocated for new transmission	UE transmits a MAC PDU containing Power Headroom MAC Control Element
173	36523-1-f00_s07_01	7.1.4.15	UE power headroom reporting / Periodic reporting	3	UE in E-UTRA RRC_CONNECTED state with DRB established	power headroom reporting is disabled	UE stops transmitting Power Headroom MAC Control Element
174	36523-1-f00_s07_01	7.1.4.16	UE power headroom reporting / DL pathloss change reporting	1	UE in E-UTRA RRC_Connected state with DRB established, Power headroom reporting for dl-PathlossChange configured	the DL Pathloss has changed more than dl-PathlossChange dB and prohibitPHR-Timer is running	UE does not transmit a MAC PDU containing Power Headroom MAC Control Element
175	36523-1-f00_s07_01	7.1.4.16	UE power headroom reporting / DL pathloss change reporting	2	UE in E-UTRA RRC_Connected state with DRB established, Power headroom reporting for dl-PathlossChange configured	prohibitPHR-Timer expires and power headroom report is triggered due to DL Pathloss change	UE transmits a MAC PDU containing Power Headroom MAC Control Element
176	36523-1-f00_s07_01	7.1.4.18	Correct handling of MAC control information / Buffer Status / UL data arrive in the UE Tx buffer / Extended buffer size	1	UE transmits a MAC PDU containing 'Buffer Status Report' MAC control element with Extended Buffer size	UL data arrives in the UE transmission buffer	UE transmits a MAC PDU containing 'Buffer Status Report' MAC control element with Extended Buffer size
177	36523-1-f00_s07_01	7.1.4.19.1	CA / UE power headroom reporting / SCell activation and DL pathloss change reporting / Extended PHR / Intra-band Contiguous CA	1	UE in E-UTRA RRC_Connected state with DRB established, Extended Power headroom reporting and an SCell with uplink addition configured	UE receives an Activation MAC Control Element activating the SCell	UE transmits a MAC PDU containing Extended Power Headroom MAC Control Element
178	36523-1-f00_s07_01	7.1.4.19.1	CA / UE power headroom reporting / SCell activation and DL pathloss change reporting / Extended PHR / Intra-band Contiguous CA	2	UE in E-UTRA RRC_Connected state with DRB established, Extended Power headroom reporting for DL_Pathloss change configured	the DL Pathloss changes and prohibitPHR-Timer is running	UE does not transmit a MAC PDU containing Extended Power Headroom MAC Control Element
179	36523-1-f00_s07_01	7.1.4.19.1	CA / UE power headroom reporting / SCell activation and DL pathloss change reporting / Extended PHR / Intra-band Contiguous CA	3	UE in E-UTRA RRC_Connected state with DRB established, Extended Power headroom reporting for DL_Pathloss change configured	prohibitPHR-Timer expires and extended power headroom report is triggered due to DL Pathloss change	UE transmits a MAC PDU containing Extended Power Headroom MAC Control Element
180	36523-1-f00_s07_01	7.1.4.20.1	CA / Correct handling of MAC control information / Buffer status / Intra-band Contiguous CA	1	UE in E-UTRA RRC_CONNECTED state with SCell configured and activated	UL data arrives in the UE transmission buffer and UE is scheduled to transmit on both PCell and SCell in a TTI	UE transmits two MAC PDUs in a TTI, and one of the MAC PDU includes a Regular BSR, another MAC PDU includes a padding BSR
181	36523-1-f00_s07_01	7.1.4.20.1	CA / Correct handling of MAC control information / Buffer status / Intra-band Contiguous CA	2	UE in E-UTRA RRC_CONNECTED state	UE transmits a MAC PDU and the number of padding bits is equal to or larger than the size of a Long BSR plus its subheader	UE reports a long BSR
182	36523-1-f00_s07_01	7.1.4.20.1	CA / Correct handling of MAC control information / Buffer status / Intra-band Contiguous CA	3	UE in E-UTRA RRC_CONNECTED state with SCell configured and activated	periodicBSR-Timer expires and UE is scheduled to transmit on both PCell and SCell in a TTI	UE transmits two MAC PDUs in a TTI, and one of the MAC PDU includes a Periodic BSR, another MAC PDU includes a padding BSR
183	36523-1-f00_s07_01	7.1.4.21	UE power headroom reporting / Extended PHR	1	UE in E-UTRA RRC_CONNECTED state with DRB established Extended PHR reporting configured	periodicPHR-Timer is configured in RRCConnectionReconfiguration procedure	UE transmits a MAC PDU containing Extended Power Headroom MAC Control Element
184	36523-1-f00_s07_01	7.1.4.21	UE power headroom reporting / Extended PHR	2	UE in E-UTRA RRC_CONNECTED state with DRB established, Extended PHR reporting configured	periodicPHR-Timer expires and UL resources allocated for new transmission	UE transmits a MAC PDU containing Extended Power Headroom MAC Control Element
185	36523-1-f00_s07_01	7.1.4.21	UE power headroom reporting / Extended PHR	3	UE in E-UTRA RRC_CONNECTED state with DRB established	Extended power headroom reporting is disabled	UE stops transmitting Extended Power Headroom MAC Control Element
186	36523-1-f00_s07_01	7.1.4.22	Correct HARQ process handling / UL MIMO	1	UE receives one uplink grant (DCI format 4) with toggled NDI and two transport blocks enabled, and has data available for transmission	UE receives one uplink grant (DCI format 4) with toggled NDI and two transport blocks enabled, and has data available for transmission	UE transmits two new MAC PDUs both using redundancy version 0 for two HARQ processes in a TTI
187	36523-1-f00_s07_01	7.1.4.22	Correct HARQ process handling / UL MIMO	2	UE performs non-adaptive retransmission of the two MAC PDUs with redundancy version toggled by one of the last (re)transmission [0,2,3,1 order]	UE receives NACKs for two HARQ processes and no uplink grant is included for the next TTI corresponding to the two HARQ processes	UE performs non-adaptive retransmission of the two MAC PDUs with redundancy version toggled by one of the last (re)transmission [0,2,3,1 order]
188	36523-1-f00_s07_01	7.1.4.22	Correct HARQ process handling / UL MIMO	3	UE performs non-adaptive retransmission of the MAC PDU with redundancy version toggled by one of the last (re)transmission [0,2,3,1 order] for the HARQ process that receives NACK and does not retransmit any MAC PDUs for another HARQ process that receives ACK	UE receives NACK for one of the HARQ process and ACK for another HARQ process and no uplink grant is included for the next TTI corresponding to the HARQ processes	UE performs non-adaptive retransmission of the MAC PDU with redundancy version toggled by one of the last (re)transmission [0,2,3,1 order] for the HARQ process that receives NACK and does not retransmit any MAC PDUs for another HARQ process that receives ACK
189	36523-1-f00_s07_01	7.1.4.22	Correct HARQ process handling / UL MIMO	4	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH for HARQ process with old NDI and transmits a new MAC PDU for HARQ process with new NDI	UE receives an uplink grant on PDCCH for the next TTI corresponding to the two HARQ processes with old NDI [not toggled] for one HARQ process and with toggled NDI for another HARQ process, irrespective of ACK/NACK is received for previous (re)transmission	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH for HARQ process with old NDI and transmits a new MAC PDU for HARQ process with new NDI
190	36523-1-f00_s07_01	7.1.4.22	Correct HARQ process handling / UL MIMO	5	UE in E-UTRA RRC_CONNECTED state with DRB established and having transmitted two MAC PDU less than maxHARQ-Tx times	UE receives ACKs and no uplink grant is included for the next TTI corresponding to the two HARQ processes	UE does not retransmit any MAC PDUs for the two HARQ processes
191	36523-1-f00_s07_01	7.1.4.23	Correct HARQ process handling / TTI bundling with enhanced HARQ pattern	1	UE receives an UL Grant with toggled NDI and has data available for transmission	UE receives an UL Grant with toggled NDI and has data available for transmission	UE transmits a new MAC PDU and non-adaptive retransmissions for 3 additional consecutive UL subframes
192	36523-1-f00_s07_01	7.1.4.23	Correct HARQ process handling / TTI bundling with enhanced HARQ pattern	2	UE in E-UTRA RRC_CONNECTED state with DRB established, TTI bundling configured with e-HARQ-Pattern-r12 is set to TRUE and having transmitted a MAC PDU less than maxHARQ-Tx times	UE receives a NACK and no uplink grant is included for the next TTI corresponding to the bundled HARQ process	UE performs non-adaptive retransmissions of the MAC PDU for 4 consecutive UL subframes
193	36523-1-f00_s07_01	7.1.4.23	Correct HARQ process handling / TTI bundling with enhanced HARQ pattern	3	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH in first UL subframe and non-adaptive retransmissions in 3 additional consecutive UL subframes	UE receives an uplink grant on PDCCH for the next TTI corresponding to the HARQ process with old NDI, irrespective of ACK/NACK is received for previous (re)transmission	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH in first UL subframe and non-adaptive retransmissions in 3 additional consecutive UL subframes
194	36523-1-f00_s07_01	7.1.4.23	Correct HARQ process handling / TTI bundling with enhanced HARQ pattern	4	UE in E-UTRA RRC_CONNECTED state with DRB established and having transmitted a MAC PDU less than maxHARQ-Tx times	UE receives an ACK and no uplink grant is included for the next TTI corresponding to the HARQ process	UE does not retransmit the TTI Bundle
195	36523-1-f00_s07_01	7.1.4.24	Correct HARQ process handling / TTI bundling without resource allocation restriction	1	UE receives an UL Grant with toggled NDI indicating a resource block assignment correspondent to a physical resource block number  of more than 3 and a modulation and coding scheme index  of no less than 11 and has data available for transmission	UE receives an UL Grant with toggled NDI indicating a resource block assignment correspondent to a physical resource block number  of more than 3 and a modulation and coding scheme index  of no less than 11 and has data available for transmission	UE transmits a new MAC PDU on PUSCH on the granted resources using a transport block size correspondent to the read  and  and non-adaptive retransmissions for 3 additional consecutive UL subframes
196	36523-1-f00_s07_01	7.1.4.24	Correct HARQ process handling / TTI bundling without resource allocation restriction	2	UE in E-UTRA RRC_CONNECTED state with DRB established, TTI bundling configured and having transmitted a MAC PDU less than maxHARQ-Tx times	UE receives a NACK and no uplink grant is included for the next TTI corresponding to the bundled HARQ process	UE performs non-adaptive retransmissions of the MAC PDU for 4 consecutive UL subframes
197	36523-1-f00_s07_01	7.1.4.24	Correct HARQ process handling / TTI bundling without resource allocation restriction	3	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH in first UL subframe and non-adaptive retransmissions in 3 additional consecutive UL subframes	UE receives an uplink grant on PDCCH for the next TTI corresponding to the HARQ process with old NDI, irrespective of ACK/NACK is received for previous (re)transmission	UE performs an adaptive retransmission of the MAC PDU with redundancy version as received on PDCCH in first UL subframe and non-adaptive retransmissions in 3 additional consecutive UL subframes
198	36523-1-f00_s07_01	7.1.4.24	Correct HARQ process handling / TTI bundling without resource allocation restriction	4	UE in E-UTRA RRC_CONNECTED state with DRB established and having transmitted a MAC PDU less than maxHARQ-Tx times	UE receives an ACK and no uplink grant is included for the next TTI corresponding to the HARQ process	UE does not retransmit the TTI Bundle
199	36523-1-f00_s07_01	7.1.4.24b	Correct HARQ process handling / Enhanced Coverage / CE Mode A	1	UE receives an UL Grant on MPDCCH corresponding to the HARQ process x, with toggled NDI and has data available for transmission	UE receives an UL Grant on MPDCCH corresponding to the HARQ process x, with toggled NDI and has data available for transmission	UE transmits a new MAC PDU and non-adaptive retransmissions for repetition number -1additional consecutive UL subframes
200	36523-1-f00_s07_01	7.1.4.24b	Correct HARQ process handling / Enhanced Coverage / CE Mode A	2	UE performs adaptive retransmission of a MAC PDU with redundancy version as received on MPDCCH on first UL subframe and non-adaptive retransmissions for repetition number -1 additional consecutive UL subframes	UE receives an UL Grant on MPDCCH corresponding to the HARQ process x, with non toggled NDI	UE performs adaptive retransmission of a MAC PDU with redundancy version as received on MPDCCH on first UL subframe and non-adaptive retransmissions for repetition number -1 additional consecutive UL subframes
201	36523-1-f00_s07_01	7.1.4.24c	Correct HARQ process handling / Enhanced Coverage / CE Mode B	1	UE receives an UL Grant for HARQ process x, with toggled NDI and has data available for transmission	UE receives an UL Grant for HARQ process x, with toggled NDI and has data available for transmission	UE transmits a new MAC PDU and adaptive retransmissions for repetition number -1additional consecutive UL subframes and changes redundancy version every Nacc =4FDD/5TDD subframes as 0,1,2,3,0,1,2,3
202	36523-1-f00_s07_01	7.1.4.25.1	FDD-TDD CA / Correct HARQ process handling / PUSCH / FDD PCell and TDD SCell	1	UE supporting of TDD-FDD CA with FDD PCell and TDD SCell in E-UTRA RRC_CONNECTED state	UE detects a PDCCH UL Grant or PHICH NACK transmission in subframe n on FDD PCell for previous PUSCH transmission	UE shall adjust the corresponding PUSCH transmission for the FDD PCell in subframe n+4
203	36523-1-f00_s07_01	7.1.4.25.1	FDD-TDD CA / Correct HARQ process handling / PUSCH / FDD PCell and TDD SCell	2	UE shall adjust the corresponding PUSCH transmission in subframe m+k for the TDD SCell, with k given in Table 8-2 of TS 36.213	UE detects a PDCCH UL Grant or PHICH NACK transmission in subframe m on TDD SCell for previous PUSCH transmission	UE shall adjust the corresponding PUSCH transmission in subframe m+k for the TDD SCell, with k given in Table 8-2 of TS 36.213
204	36523-1-f00_s07_01	7.1.4.25.2	FDD-TDD CA / Correct HARQ process handling / PUSCH / TDD PCell and FDD SCell	1	UE supporting of TDD-FDD CA with TDD PCell and FDD SCell in E-UTRA RRC_CONNECTED state	UE detects a PDCCH UL Grant or PHICH NACK transmission in subframe m on FDD SCell	UE shall adjust the corresponding PUSCH transmission in subframe m+4 for the FDD SCell
205	36523-1-f00_s07_01	7.1.4.25.2	FDD-TDD CA / Correct HARQ process handling / PUSCH / TDD PCell and FDD SCell	2	UE shall adjust the corresponding PUSCH transmission for the TDD PCell in subframe n+k with k given in Table 8-2 of TS 36.213	UE detects a PDCCH UL Grant or PHICH NACK transmission in subframe n on TDD PCell	UE shall adjust the corresponding PUSCH transmission for the TDD PCell in subframe n+k with k given in Table 8-2 of TS 36.213
206	36523-1-f00_s07_01	7.1.4.26.1	Correct handling of MAC control information / Buffer status / Split DRB	1	UE in connected mode with SCG activated with a Split DRB configured with the IE ul-DataSplitDRB-ViaSCG set to TRUE	a BSR is triggered	UE transmits a BSR indicating the data available for transmission to the MAC entity configured for SCG only
207	36523-1-f00_s07_01	7.1.4.26.1	Correct handling of MAC control information / Buffer status / Split DRB	2	UE in connected mode with SCG activation with a Split DRB configured with the IE ul-DataSplitDRB-ViaSCG set to FALSE	a BSR is triggered	UE transmits a BSR indicating the data available for transmission to the MAC entity configured for MCG only
208	36523-1-f00_s07_01	7.1.4.27.1	DC power headroom reporting / PSCell activation and DL pathloss change reporting / SCG DRB	1	PSCell is added with a SCG bearer	PSCell is added with a SCG bearer	UE transmits a Dual Connectivity Power Headroom Report for the PCell and PSCell
209	36523-1-f00_s07_01	7.1.4.27.1	DC power headroom reporting / PSCell activation and DL pathloss change reporting / SCG DRB	2	UE in connected mode with a SCG DRB established and with UE power headroom reporting by DL_Pathloss change configured	DL Pathloss change is triggered while prohibitPHR-Timer is running	the UE does not transmit any UE Power Headroom Report
210	36523-1-f00_s07_01	7.1.4.27.1	DC power headroom reporting / PSCell activation and DL pathloss change reporting / SCG DRB	3	UE in connected mode with a SCG DRB established and with UE power headroom reporting by DL_Pathloss change configured	the prohibitPHR-Timer has expired and DL Pathloss change is triggered	UE transmits a Dual Connectivity Power Headroom Report
211	36523-1-f00_s07_01	7.1.4.27.2	DC power headroom reporting/ PSCell addition and DL pathloss change reporting / Split DRB	1	PSCell is added with a Split bearer	PSCell is added with a Split bearer	UE transmits a Dual Connectivity Power Headroom Report for the PCell and PSCell
212	36523-1-f00_s07_01	7.1.4.27.2	DC power headroom reporting/ PSCell addition and DL pathloss change reporting / Split DRB	2	UE in connected mode with a Split DRB established and with UE power headroom reporting by DL_Pathloss change configured	DL Pathloss change is triggered while prohibitPHR-Timer is running	the UE does not transmit any UE Power Headroom Report
213	36523-1-f00_s07_01	7.1.4.27.2	DC power headroom reporting/ PSCell addition and DL pathloss change reporting / Split DRB	3	UE in connected mode with a Split DRB established and with UE power headroom reporting by DL_Pathloss change configured	the prohibitPHR-Timer has expired and DL Pathloss change is triggered	UE transmits a Dual Connectivity Power Headroom Report
214	36523-1-f00_s07_01	7.1.4.28	Correct handling of UL assignment / Dynamic case / eIMTA	1	UE in E-UTRA RRC_CONNECTED state with eIMTA configured and SS is sending eIMTA L1 signalling on PDCCH with CRC scrambled by eIMTA-RNTI	{ UE detects a valid PDCCH UL Grant or PHICH NACK transmission in subframe m for previous PUSCH transmission	UE adjusts the corresponding PUSCH transmission according to eIMTA-UL/DL-configuration
215	36523-1-f00_s07_01	7.1.4.28	Correct handling of UL assignment / Dynamic case / eIMTA	2	UE in E-UTRA RRC_CONNECTED state with eIMTA configured and SS is not sending eIMTA L1 signalling on PDCCH with CRC scrambled by eIMTA-RNTI	UE detects a valid PDCCH UL Grant or PHICH NACK transmission for previous PUSCH transmission	E adjusts the corresponding PUSCH transmission according to UL/DL-configuration signalled in subframeAssignment
216	36523-1-f00_s07_01	7.1.4.28a	CA / Correct handling of UL assignment / Dynamic case / eIMTA / Inter-band CA	1	UE in E-UTRA RRC_CONNECTED state with eIMTA configured and SCell activated and SS is sending eIMTA L1 signalling for SCell on PDCCH with CRC scrambled by eIMTA-RNTI	{ UE detects a valid PDCCH UL Grant or PHICH NACK transmission in subframe m for previous PUSCH transmission	UE adjusts the corresponding PUSCH transmission according to eIMTA-UL/DL-configuration
217	36523-1-f00_s07_01	7.1.4.28a	CA / Correct handling of UL assignment / Dynamic case / eIMTA / Inter-band CA	2	UE in E-UTRA RRC_CONNECTED state with eIMTA configured and SCell activated and SS is not sending eIMTA L1 signalling for SCell on PDCCH with CRC scrambled by eIMTA-RNTI	UE detects a valid PDCCH UL Grant or PHICH NACK transmission for previous PUSCH transmission	UE adjusts the corresponding PUSCH transmission according to UL/DL-configuration signalled in subframeAssignment
218	36523-1-f00_s07_01	7.1.4.29.1	CA / PUCCH SCell / Correct handling of MAC control information / Scheduling requests and PUCCH	1	UE in E-UTRA RRC_CONNECTED state and PUCCH SCell configured and activated	PUCCH of PCell and SCell are both configured and UE has UL data available for transmission and UE has no UL-SCH resources available and SR_COUNTER is less than dsr-TransMax	the UE transmits SR on every available PUCCH of PCell and SCell until resources are granted
219	36523-1-f00_s07_01	7.1.4.29.1	CA / PUCCH SCell / Correct handling of MAC control information / Scheduling requests and PUCCH	2	UE in E-UTRA RRC_CONNECTED state and has pending SR(s)	UE receives an UL grant for a new transmission	UE cancels all pending SR(s)
220	36523-1-f00_s07_01	7.1.4.29.2	CA / PUCCH SCell / UE power headroom reporting / Periodic reporting	1	UE in E-UTRA RRC_CONNECTED state with DRB established, periodic reporting of type 2 power headroom configured, and PUCCH SCell configured and activated	periodicPHR-Timer is configured in RRCConnectionReconfiguration procedure	UE transmits a MAC PDU containing Extended PHR MAC Control Element supporting PUCCH on SCell
221	36523-1-f00_s07_01	7.1.4.29.2	CA / PUCCH SCell / UE power headroom reporting / Periodic reporting	2	UE in E-UTRA RRC_CONNECTED state with DRB established, periodic reporting of type 2 power headroom configured, and PUCCH SCell configured and activated	periodicPHR-Timer expires and UL resources allocated for new transmission	UE transmits a MAC PDU containing Extended PHR MAC Control Element supporting PUCCH on SCell
222	36523-1-f00_s07_01	7.1.4.29.2	CA / PUCCH SCell / UE power headroom reporting / Periodic reporting	3	UE in E-UTRA RRC_CONNECTED state with DRB established, periodic reporting of type 2 power headroom configured, and PUCCH SCell configured and activated	extendedPHR2 is released	UE stops transmitting Extended PHR MAC Control Element supporting PUCCH on SCell
223	36523-1-f00_s07_01	7.1.4a.1	Correct downlink reception and uplink transmission when specific valid subframes is signalled for BL UE	1	BL UE in E-UTRA RRC_CONNECTED state with DRB established	valid subframes for FDD downlink or TDD transmissions is signalled in SIB1-BR in IE fdd-DownlinkOrTddSubframeBitmapBR-r13 as 10 bit subframe pattern and	UE performs reception in the valid subframes
224	36523-1-f00_s07_01	7.1.4a.1	Correct downlink reception and uplink transmission when specific valid subframes is signalled for BL UE	2	BL UE in E-UTRA RRC_CONNECTED state with DRB established	valid subframes for FDD downlink or TDD transmissions is signalled in SIB1-BR in IE fdd-DownlinkOrTddSubframeBitmapBR-r13 as 40 bit subframe pattern and	UE performs reception in the valid subframes
225	36523-1-f00_s07_01	7.1.4a.1	Correct downlink reception and uplink transmission when specific valid subframes is signalled for BL UE	3	BL UE in E-UTRA RRC_CONNECTED state with DRB established in a FDD cell	valid subframes for FDD uplink transmissions is signalled in SIB1-BR in IE  fdd-UplinkSubframeBitmapBR-r13	UE transmits in valid uplink subframes
226	36523-1-f00_s07_01	7.1.5.1	Inter-TTI PUSCH hopping by uplink grant	1	UE receives for a TTI an uplink grant with Hopping flag set as 1, NUL_hop bits indicating Type 1 PUSCH Hopping	UE receives for a TTI an uplink grant with Hopping flag set as 1, NUL_hop bits indicating Type 1 PUSCH Hopping	UE transmits UL data on resource blocks as per type 1 PUSCH hopping
227	36523-1-f00_s07_01	7.1.5.2	Predefined intra-TTI PUSCH hopping (N_sb=1)	1	UE transmits data with predefined, intra-TTI PUSCH hopping	UE receives for a TTI an uplink grant with 'Hopping flag' set as 1, 'NUL_hop' bits all set to 1(Type 2 predefined hopping)	UE transmits data with predefined, intra-TTI PUSCH hopping
228	36523-1-f00_s07_01	7.1.5.3	Predefined intra-TTI PUSCH hopping (N_sb=2/3/4)	1	UE transmits data with predefined, inter-TTI PUSCH hopping	UE receives for a TTI an uplink grant with Hopping flag set as 1, NUL_hop bits all set to 1(Type 2 predefined hopping)	UE transmits data with predefined, inter-TTI PUSCH hopping
229	36523-1-f00_s07_01	7.1.5.4	Predefined inter-TTI PUSCH hopping (N_sb=1)	1	UE transmits data with predefined, inter-TTI PUSCH hopping	UE has to make a non adaptive retransmission)	UE transmits data with predefined, inter-TTI PUSCH hopping
230	36523-1-f00_s07_01	7.1.5.5	Predefined inter-TTI PUSCH hopping (N_sb=2/3/4)	1	UE transmits data with predefined, inter-TTI PUSCH hopping	UE receives for a TTI an uplink grant with Hopping flag set as 1, NUL_hop bits are all set to 1(Type 2 predefined hopping)	UE transmits data with predefined, inter-TTI PUSCH hopping
231	36523-1-f00_s07_01	7.1.6.1	DRX operation / Short cycle not configured / Parameters configured by RRC	1	UE in CONNECTED mode	Long DRX cycle is configured and [(SFN * 10) + subframe number] modulo (LongDRX-Cycle) = drxStartOffset	UE starts the OnDurationTimer and monitors the PDCCH for OnDurationTimer PDCCH-subframes
